24	23	23	17	9	15	24	8	15	17	17	13	23	23	23	23	23	23	23	11	11	11	6	11	6	6	6	6	13	13	13	13	13	13	13	13	13	13	13	13	13	13	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	11	11	11	11	11	11	11	13	21	6	22	11	13	21	21	6	6	6	6	6	6	6	6	21	21	21	21	21	21	21	21	21	21	21	21	13	13	13	21	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	22	2	2	2	2	2	2	2	14	14	14	14	14	14	14	14	14	14	20	20	20	20	14	14	14	14	14	14	14	14	14	14	14	14	14	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	20	20	14	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	14	14	14	14	14	14	14	14	14	14	5	14	14	14	2	14	2	2	2	2	2	2	2	2	2	2	2	2	6	6	6	6	6	6	6	6	6	6	6	2	2	5	2	2	2	2	5	5	5	5	5	5	5	5	5	5	2	2	2	2	2	2	14	14	14	2	2	2	2	2	2	2	2	6	6	6	6	6	6	6	6	6	5	5	5	2	2	2	14	14	14	14	2	2	22	22	23	23	23	23	24	8	8	12	12	12	12	12	12	12	12	12	12	12	12	12	
23	23	17	17	4	24	24	8	15	17	13	23	23	23	23	23	23	23	23	11	11	11	6	11	6	6	6	13	13	13	13	13	13	13	13	21	13	13	13	13	13	13	6	6	6	6	6	6	6	6	6	6	6	6	6	11	11	13	11	23	23	23	23	11	11	11	11	13	13	13	6	6	6	6	6	6	6	6	6	6	6	13	13	21	13	21	21	21	6	6	6	21	21	21	21	21	6	21	6	6	6	6	6	6	6	6	6	6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	22	22	22	22	22	2	14	2	2	14	14	14	14	14	14	20	20	20	20	20	20	20	20	20	20	20	20	14	14	14	14	14	14	14	14	14	14	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	19	19	19	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	14	14	14	14	14	14	14	14	14	14	14	14	14	14	2	2	2	2	2	2	2	2	2	2	2	2	6	2	6	6	6	2	6	6	6	6	6	6	6	5	5	5	5	2	2	2	5	5	2	14	2	14	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	6	2	2	6	2	2	2	2	2	2	2	14	14	14	14	14	14	22	22	22	23	23	23	23	23	8	8	12	12	12	12	12	12	12	12	12	12	12	12	
23	13	17	18	16	24	24	8	17	13	23	23	23	23	23	11	11	11	11	11	11	11	6	6	6	6	6	13	13	6	13	13	13	13	13	13	13	6	13	13	6	6	6	6	6	6	6	6	6	6	6	6	6	6	11	11	11	11	11	11	11	11	11	11	11	11	11	6	6	6	6	6	6	11	11	6	6	6	6	6	6	6	13	21	6	13	13	6	21	21	6	6	6	6	21	6	6	21	6	6	6	6	6	6	6	6	6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	22	22	22	22	22	22	2	14	14	14	14	14	14	14	14	14	20	14	20	20	20	20	20	20	20	20	20	20	20	20	20	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	22	14	22	22	22	22	22	22	14	14	14	14	14	14	14	14	14	14	14	14	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	19	19	19	19	19	19	19	19	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	14	14	14	14	14	14	14	14	14	14	14	2	14	2	14	2	2	2	2	2	2	2	2	2	2	2	2	6	2	2	2	2	6	5	5	2	5	5	2	2	5	5	5	5	5	5	5	14	14	14	5	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	2	6	6	6	2	2	2	2	2	2	14	14	14	14	14	14	22	22	22	23	23	22	22	23	8	8	12	8	8	12	12	12	12	12	12	12	12	
23	17	17	5	24	24	13	13	13	23	23	23	23	23	23	11	11	11	11	11	11	11	6	6	6	6	6	13	21	21	21	13	13	13	13	13	13	13	13	6	6	13	6	6	6	6	6	13	11	6	6	6	6	11	11	11	23	23	23	23	11	11	11	11	11	11	11	6	6	6	11	11	11	11	11	11	11	13	6	13	13	13	13	21	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	14	14	22	22	14	14	14	14	14	14	14	14	14	14	14	14	14	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	19	19	19	20	20	20	19	19	19	20	20	20	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	14	14	14	14	14	14	14	14	14	14	14	2	14	14	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	5	2	5	5	5	2	2	2	2	5	5	14	14	14	5	5	5	5	5	5	5	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	14	14	14	14	14	22	22	22	22	22	22	2	2	23	15	8	8	8	8	12	12	12	8	8	8	8	
13	17	18	24	24	13	21	13	11	23	23	11	23	23	11	11	11	11	11	11	11	11	6	6	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	6	6	6	11	11	6	13	13	6	6	11	11	11	23	23	23	23	11	11	11	11	11	11	11	11	11	11	11	11	11	11	23	11	11	11	13	13	13	13	21	13	13	6	21	6	6	6	6	6	13	6	6	6	6	6	6	11	11	11	11	11	6	11	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	22	2	22	22	22	22	22	22	22	22	22	22	22	22	14	14	14	22	14	14	14	14	14	14	14	14	14	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	19	20	20	20	20	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	5	5	5	2	14	14	14	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	14	14	14	14	14	22	22	22	2	2	2	2	11	23	15	8	8	8	12	12	8	15	15	15	23	
17	9	16	24	13	21	21	11	11	23	11	11	11	2	2	2	2	6	11	6	6	6	11	11	13	13	13	13	13	13	13	13	13	13	13	13	6	6	6	6	6	6	6	6	6	11	11	6	6	6	6	6	11	11	23	23	23	23	23	11	11	11	11	11	11	11	11	11	23	23	23	23	23	23	23	11	11	13	13	13	13	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	11	11	11	11	2	6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	14	14	14	14	14	14	14	14	14	14	14	14	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	19	19	19	19	19	19	20	19	19	20	20	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	14	14	14	14	14	14	14	14	14	14	14	14	14	14	2	14	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	5	2	5	2	5	2	14	14	14	5	5	5	2	2	5	2	2	5	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	14	14	14	22	22	2	2	11	11	11	2	2	11	23	15	8	15	15	15	23	11	2	2	
17	15	24	24	17	17	6	11	11	11	11	2	11	2	2	2	6	6	6	6	6	6	6	6	6	13	13	13	13	13	13	13	13	13	6	13	6	6	6	6	6	6	11	11	11	13	13	6	6	6	6	11	11	11	23	23	23	23	11	11	11	11	11	11	11	23	23	23	23	23	23	23	23	23	23	11	11	13	13	6	6	6	13	13	6	6	6	6	6	6	6	6	6	6	6	6	11	11	11	11	11	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	14	2	2	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	3	20	3	3	3	20	20	3	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	2	14	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	14	14	14	14	2	2	5	5	5	5	5	5	5	5	2	2	2	2	2	2	2	2	2	2	2	14	14	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	5	3	3	3	6	3	7	7	3	5	5	2	2	2	2	2	2	2	2	2	2	2	
17	24	24	24	17	17	2	11	2	11	11	11	11	2	6	6	6	6	6	6	6	13	13	13	13	13	21	13	21	21	21	21	21	13	13	6	6	6	6	6	6	6	11	6	13	13	6	6	6	6	11	11	11	11	11	11	23	11	11	11	11	11	23	24	24	24	24	24	24	24	24	24	23	23	23	11	13	6	6	6	6	21	6	6	6	6	6	6	6	6	6	6	6	6	6	6	2	11	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	20	20	20	20	20	20	20	20	20	20	20	20	20	19	19	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	19	20	19	19	19	20	20	20	20	14	14	20	20	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	1	1	1	1	1	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	3	19	19	3	3	20	3	3	20	3	20	20	3	20	20	3	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	5	5	5	14	2	2	2	2	2	5	5	5	5	5	5	2	2	2	2	2	2	2	2	2	2	14	14	14	2	2	2	2	2	2	6	2	2	2	2	2	2	2	2	2	2	2	2	2	22	23	11	6	6	2	2	2	2	2	2	2	2	2	2	2	2	
15	24	24	24	17	21	2	2	2	11	2	11	6	6	6	6	6	6	6	6	6	6	6	6	6	13	21	21	13	13	13	13	13	13	13	6	6	6	6	6	6	13	11	13	13	6	6	6	6	11	11	11	11	11	11	11	11	11	11	23	11	23	24	24	24	24	24	24	24	24	24	24	24	23	23	11	11	11	11	13	6	13	13	13	6	6	6	6	6	6	6	6	11	11	11	11	11	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	14	2	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	20	20	20	20	20	20	20	20	20	20	20	20	20	20	19	19	19	19	19	19	19	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	19	19	19	19	19	19	19	19	19	19	20	20	20	20	14	14	14	20	19	19	19	1	19	16	20	14	19	19	19	19	19	19	19	19	19	19	19	1	1	1	1	1	1	1	1	19	1	19	19	19	19	19	19	19	19	19	19	19	19	19	19	3	3	3	3	20	20	20	20	20	20	20	20	19	20	20	19	3	3	20	20	3	3	19	3	20	20	20	20	20	20	20	20	20	20	20	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	2	2	2	2	2	2	2	2	2	2	2	2	2	2	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	2	2	2	2	2	2	2	2	14	14	14	14	14	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	
24	24	24	17	17	6	2	2	2	11	11	6	6	6	6	6	6	6	13	13	6	6	6	6	21	21	21	21	21	21	21	21	13	13	13	6	6	6	6	6	11	11	11	13	6	6	6	6	6	11	11	11	11	11	11	11	11	23	23	23	23	24	24	24	24	24	24	24	24	24	24	24	23	23	11	11	11	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	11	11	11	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	20	20	20	20	20	20	20	20	20	19	20	20	20	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	20	20	20	20	20	20	20	19	19	19	7	19	16	16	16	3	19	19	19	19	19	19	19	19	19	1	1	1	1	1	1	1	1	1	1	1	1	1	1	19	19	19	19	19	19	19	19	19	19	3	3	3	3	3	3	3	3	19	19	19	19	20	20	20	20	19	3	3	3	3	3	19	3	19	19	19	19	20	20	20	20	20	20	20	20	20	20	14	20	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	5	5	5	5	5	5	5	5	5	5	5	5	5	2	2	2	2	2	2	2	14	14	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	
